title,date,year,description,subject,id,refID
"January 14th, 1983",1983-01-14,1983," ASUI-Political concern committee (pg 2, c2) | ASUI-Senate (pg 2, c1) | Chairman, Geology Department. Photo (pg 15, c2) | Faculty council (pg 2, c3) | Financial aid (pg 5, c1) | Former University of Idaho professor who brought suit against the University of Idaho (pg 3, c1) | Invitational meets (pg 12, c5) | Meets - women's team (pg 13, c1) | Meets (pg 13, c1) | Photo (pg 14, c1) | Play (pg 7, c4) | Preregistration (pg 6, c1) | Remodeling (pg 15, c2) | Role of program at U of I (pg 5, c1) | Tenured faculty - job elimination (pg 3, c1) | UI vs. Eastern Washington State (pg 12, c1) | Value of program? (pg 5, c1) | Varsity team vs. Northern Arizona University. Photo (pg 11, c1)","ASUI-Political concern committee; ASUI-Senate; Bush, John H.; Faculty council; Athletics; Pace, Lois; Skiing; Swimming; Spring registration; 13 Rue De L'Amour; Computer sciences, Department of; Memorial gymnasium; Athletics; Tenured faculty - job elimination; Basketball, Women's; Athletics; Basketball",ARG-1983-01-14,9313
"January 18th, 1983",1983-01-18,1983," Athletes (pg 5, c1) | Meets - women's team (pg 7, c3) | Meets (pg 7, c3) | Role of program at U of I (pg 5, c1) | UI vs. Portland State (pg 7, c1) | Value of program? (pg 5, c1) | Varsity team (pg 6, c1)","Athletes; Swimming; Athletics; Basketball, Women's; Athletics; Basketball",ARG-1983-01-18,9314
"January 21st, 1983",1983-01-21,1983," A.S.U.I. - supplied typewriters (pg 2, c1) | Calculators supplied, ASUI (pg 2, c1) | Director of Financial Aid (pg 2, c4) | Drinking age - Idaho (pg 15, c1) | Football player (pg 12, c4) | Hazing (pg 14, c1) | Invitational meets (pg 13, c1) | Mark IV - All-Comer meet (pg 13, c1) | Mark IV-All Comer meet (Men's and women's) (pg 13, c3) | Photo (pg 3, c1) | Role of program at U of I (pg 6, c1) | Salary increases (pg 11, c1) | Salary increases (pg 2, c2) | UI vs. Weber State. Photo (pg 12, c1) | Value of program? (pg 6, c1) | Varsity team vs. Weber State University. Photo (pg 11, c1)","A.S.U.I. - supplied typewriters; Calculators supplied, ASUI; Davenport, Daniel D.; Drinking age - Idaho; Hickey, Kerry; Hazing; Skiing; Women's track; Weight room hours; Athletics; Coaches; Coaches; Basketball, Women's; Athletics; Basketball",ARG-1983-01-21,9315
"January 25th, 1983",1983-01-25,1983," Basketball, Women's team (pg 8, c1) | Biofeedback (pg 6, c1) | Drinking age - Idaho (pg 2, c3) | Food services - Blue Bucket. Photo (pg 10, c1) | House fire (pg 2, c1) | Meets (pg 9, c5) | Roof suit (pg 3, c1) | Salary increases (pg 2, c4) | UI vs. Idaho State University. Photo (pg 8, c1) | Varsity team vs. University of South Carolina. Photo (pg 7, c1)","Basketball, Women's team; Psychology clinic; Drinking age - Idaho; Student union building; Beta Theta Pi; Track; Kibbie Dome; Coaches; Basketball, Women's; Basketball",ARG-1983-01-25,9316
"January 28th, 1983",1983-01-28,1983," ASUI-Senate (pg 2, c2) | Awards (pg 12, c5) | Basketball, Women's team (pg 11, c1) | Budget - U of I (pg 3, c1) | Budget-Idaho legislature allowance to U of I (pg 3, c1) | Campus lighting (pg 2, c0) | Faculty council (pg 2, c1) | Hazing (pg 5, c1) | Irene Ryan regional competition. Photo (pg 7, c3) | Life Science building - addition (pg 6, c1) | Salary increases (pg 2, c1) | Salary increases (pg 3, c1) | Ski team (pg 12, c5) | State Board of Education (pg 3, c1) | State Board of Education (pg 6, c1) | Team (pg 12, c1) | Varsity team vs. University of Montana (pg 10, c1) | Women's track team (pg 12, c1)","ASUI-Senate; Basketball, Women's team; Basketball, Women's team; Budget -; Budget-Idaho legislature allowance to; Campus lighting; Faculty council; Hazing; Theatre Arts; Life Science building - addition; Coaches; Coaches; Ski team; State Board of Education; State Board of Education; Track; Basketball; Women's track team",ARG-1983-01-28,9317
"February 1st, 1983",1983-02-01,1983," High School - Junior college relation office (pg 2, c2) | KUID-FM (pg 11, c1) | Photo (pg 10, c1) | Track: discus and shot-put (pg 7, c1) | UI vs. Montana State University (pg 9, c1) | UI vs. University of Montana (pg 9, c1) | Vandal indoor track and field meet. Photo (pg 8, c1)","High School - Junior college relation office; KUID-FM; University Gallery - graduate art exhibition; Crouser, Mitchell S.; Basketball, Women's; Track",ARG-1983-02-01,9318
"February 4th, 1983",1983-02-04,1983," 1942 BS - Forestry (pg 2, c2) | ASUI-Senate (pg 2, c1) | Faculty council (pg 14, c1) | Football player. Co-captain (pg 11, c1) | Invitational meets (pg 11, c4) | Possible expansion (pg 7, c1) | Student financial aid (pg 2, c2) | UI graduate, 1954 (pg 2, c2) | University Press of Idaho (pg 7, c4) | Vandal indoor track and field meet - 10 year retrospective. Photos (pg 11, c1) | Vandal indoor track and field meet. Photos (pg 11, c1) | Varsity team (pg 11, c1) | Varsity team vs. Idaho State College. Photo (pg 11, c1)","Habib, Philip; ASUI-Senate; Faculty council; Merriman, Sam; Skiing; University Gallery; Student financial aid; Bell, Terrell; University Press of Idaho; Track; Basketball",ARG-1983-02-04,9755
"February 8th, 1983",1983-02-08,1983," Basketball player (pg 7, c1) | Basketball player. Photo (pg 7, c1) | Faculty council (pg 2, c1) | Former University of Idaho professor who brought suit against the University of Idaho (pg 2, c4) | Graduate school (pg 2, c1) | Meets - women's team (pg 8, c3) | Meets (pg 8, c3) | Recruits and recruiting (pg 7, c1) | Tennis (pg 9, c1) | UI vs. Boise State University (pg 7, c1) | UI vs. University of Utah (pg 7, c1) | Vandal indoor track and field meet (pg 8, c1) | Varsity team vs. Boise State University. Photo (pg 7, c1)","Hopson, Phil; Kellerman, Brian W.; Faculty council; Pace, Lois; Graduate school; Swimming; Football; Tennis; Basketball, Women's; Track; Basketball",ARG-1983-02-08,9319
"February 11th, 1983",1983-02-11,1983," Associated Students of Idaho (pg 21, c1) | ASUI-Budget (pg 2, c3) | ASUI-lobbyist (pg 6, c1) | Basketball coach. Photos (pg 5, c0) | Basketball player (pg 15, c1) | Drinking age - Idaho (pg 3, c1) | Exchange students (pg 6, c4) | Faculty council (pg 2, c1) | Institute for Molecular and Agricultural Genetic Engineering (IMAGE) (pg 22, c3) | Meets - women's team (pg 17, c1) | Photo (pg 3, c1) | Photo (pg 8, c1) | Recruits and recruiting (pg 17, c1) | Ski team (pg 17, c4) | SUB info 885-6160 (pg 23, c1) | Tenure (pg 3, c1) | UI vs. Portland State. Photo (pg 16, c1) | University Gallery (pg 19, c1) | University of Idaho - Role and mission statement (pg 2, c1) | Varsity team vs. Montana State College. Photo (pg 15, c1) | Washington Idaho Symphony (pg 19, c1)","Associated Students of Idaho; ASUI-Budget; ASUI lobbyist; Monson, Don; Hopson, Phil; Drinking age - Idaho; Exchange students; Faculty council; Institute for Molecular and Agricultural Genetic Engineering (IMAGE); Swimming; Weight room hours; University Gallery; Football; Ski team; Grapevine; Tenure; Basketball, Women's; University Gallery; University of Idaho - Role and mission statement; Basketball; Washington Idaho Symphony",ARG-1983-02-11,9757
"February 15th, 1983",1983-02-15,1983," Married students (pg 5, c1) | Meets - women's team (pg 7, c1) | Meets (pg 17, c1) | Meets (pg 7, c1) | Swimming team (pg 7, c1) | UI vs. Eastern Washington State (pg 7, c4) | Varsity team (pg 6, c1) | Varsity team vs. University of Montana (pg 6, c1) | Women's swimming (pg 7, c1)","Married students; Swimming; Swimming team; Basketball, Women's; Basketball; Women's swimming",ARG-1983-02-15,9320
"February 18th, 1983",1983-02-18,1983," AAUP censure report on 'Financial Exigency' UI 1981 (pg 14, c1) | Accreditation (pg 6, c1) | Admissions (pg 2, c2) | ASUI-Budget (pg 2, c1) | ASUI-Senate (pg 2, c1) | Bowling team (pg 13, c3) | Budget-Idaho legislature allowance to U of I (pg 3, c1) | College of Engineering (pg 6, c1) | Governor of Idaho. Photo p.1 (pg 3, c1) | Head football coach (pg 12, c1) | KUID TV - Staff (pg 2, c2) | KUID-TV (pg 3, c1) | Local chapter (pg 14, c1) | Photo (pg 12, c3) | Ski team (pg 12, c3) | University Gallery (pg 7, c1) | University of Idaho vs. Washington State University (pg 13, c1) | University of Idaho vs. Washington State University. (pg 13, c1) | Varsity team vs. University of Nevada at Reno (pg 11, c1)","American Association of University Professors; College of Mines and Earth Resources; Graduate school; ASUI-Budget; ASUI-Senate; Bowling team; Budget-Idaho legislature allowance to; College of Engineering; Evans, John; Erickson, Dennis; KUID TV - Staff; KUID-TV; American Association of University Professors; Ski team - Northwest regional; Ski team; University Gallery; Women's Tennis; Basketball",ARG-1983-02-18,9322
"February 22nd, 1983",1983-02-22,1983," Admission requirements and regulations (pg 2, c2) | Alcohol consumption - Students (pg 1, c1) | Basketball, Women's team (pg 16, c2) | Big Sky Indoor championship (pg 17, c1) | Northwest Pacific Swimming and Diving championships. Photo (pg 15, c3) | Rodeo club (pg 18, c1) | Swim team. Photo (pg 15, c3) | UI participation. Photo (pg 11, c1) | UI vs. Idaho State University (pg 16, c2) | UI vs. Weber State (pg 16, c2) | Vandalism (pg 2, c1) | Varsity team (pg 15, c1) | Varsity team vs. Northern Arizona University. Photo (pg 15, c1) | Women's swimming (pg 15, c3)","Admission requirements and regulations; Alcohol consumption - Students; Basketball, Women's team; Track; Swimming; Rodeo club; Keane, John J. (Jack); Moscow Mardi Gras parade; Basketball, Women's; Vandalism; Basketball; Women's swimming",ARG-1983-02-22,9323
"February 25th, 1983",1983-02-25,1983," ASUI-Senate (pg 2, c1) | Basketball player. Photo (pg 12, c1) | Basketball, Women's team (pg 13, c1) | Budget-Idaho legislature allowance to U of I (pg 15, c1) | Media center (Formerly AV center) (pg 3, c1) | name change to Media Center (pg 3, c1) | Ski team - Northwest regional (pg 13, c4) | UI participation (pg 3, c1) | University Gallery (pg 7, c1) | Upward bound program (pg 2, c4) | Varsity team (pg 11, c1) | Women's law caucus (pg 10, c4)","ASUI-Senate; Raese, Mary Ann; Basketball, Women's team; Budget-Idaho legislature allowance to; Media center (Formerly AV center); Audio-visual center; Ski team - Northwest regional; Moscow Mardi Gras parade; University Gallery; Upward bound program; Basketball; Women's law caucus",ARG-1983-02-25,9324
"March 1st, 1983",1983-03-01,1983," Big Sky Indoor championship (pg 9, c1) | Bomb threats (pg 2, c2) | Borah Symposium (pg 2, c1) | Budget-Idaho legislature allowance to U of I (pg 6, c4) | Jazz festival (pg 3, c1) | Men's track coach. Photo (pg 9, c1) | Photo on p.8 (pg 7, c3) | Role of program at U of I (pg 6, c4) | State Board of Education (pg 6, c4) | Track team member. Photo (pg 7, c1) | UI vs. Montana State University. Photo (pg 7, c1) | Value of program? (pg 6, c4) | Varsity team (pg 7, c1)","Track; Bomb threats; Borah Symposium; Budget-Idaho legislature allowance to; Jazz festival; Keller, Mike; Basketball, Women's team; Athletics; State Board of Education; Robinson, Leroy George; Basketball, Women's; Athletics; Basketball",ARG-1983-03-01,9760
"March 4th, 1983",1983-03-04,1983," ASUI-Senate (pg 2, c1) | Basketball player (pg 11, c1) | Basketball, Women's team (pg 11, c2) | Budget freeze (pg 3, c1) | Drinking age - Idaho (pg 5, c4) | Faculty council (pg 2, c4) | Foreign students (pg 5, c1) | Idaho Repertory theatre (pg 7, c1) | Jazz festival (pg 7, c1) | Role of program at U of I (pg 2, c4) | State Board of Education (pg 3, c1) | UI vs. Washington State University (non -conference play) (pg 11, c2) | University of Idaho - Role and mission statement (pg 2, c2) | Value of program? (pg 3, c1) | Varsity team (pg 12, c1) | Women's track team (pg 12, c1)","ASUI-Senate; Brose, Denise; Basketball, Women's team; Athletics; Drinking age - Idaho; Faculty council; Foreign students; Summer theater; Jazz festival; Athletics; State Board of Education; Basketball, Women's; University of Idaho - Role and mission statement; Athletics; Basketball; Women's track team",ARG-1983-03-04,9325
"March 8th, 1983",1983-03-08,1983," ASUI-Senate (pg 2, c1) | Basketball player. Photo (pg 7, c1) | Basketball player. Photo (pg 8, c1) | Basketball, Women's team (pg 9, c1) | Bowling team (pg 8, c3) | Budget freeze (pg 3, c1) | Enrollment limitations (pg 2, c2) | Faculty council (pg 3, c4) | Kimmel indoor track meet (pg 10, c1) | MWAC tournament (Mountain West Athletic Conference) (pg 9, c1) | Photo (pg 10, c0) | Tennis (pg 10, c3) | Value of program? (pg 1, c0) | Varsity team (pg 7, c1) | Varsity team vs. Boise State University (pg 7, c1) | Women's Tennis (pg 10, c3)","ASUI-Senate; Kellerman, Brian W.; Smith, Kelvin Lee; Basketball, Women's team; Bowling team; Athletics; Enrollment limitations; Faculty council; Track; Basketball, Women's; Rugby; Tennis; Athletics; Basketball; Women's Tennis",ARG-1983-03-08,9333
"March 11th, 1983",1983-03-11,1983," ASUI-Senate (pg 2, c2) | Basketball player (pg 12, c1) | Big Sky conference playoff (pg 11, c1) | Enrollment limitations (pg 2, c2) | Gays (pg 1, c5) | Invitational meets (pg 12, c5) | MWAC tournament (Mountain West Athletic Conference) (pg 12, c1) | North West Gay Peoples Alliance (pg 1, c5) | Tennis (pg 11, c1) | Theatre production (pg 7, c1) | Undergraduate juried exhibition (pg 7, c4) | Varsity team vs. University of Nevada at Reno (pg 11, c1) | Women's Tennis (pg 11, c1)","ASUI-Senate; Raese, Mary Ann; Basketball; Enrollment limitations; Gays; Skiing; Basketball, Women's; North West Gay Peoples Alliance; Tennis; Cryano De Bergerac; University Gallery; Basketball; Women's Tennis",ARG-1983-03-11,9340
"March 22nd, 1983",1983-03-22,1983," All-Big-Sky team (Awards) (pg 8, c4) | Basketball coach (pg 7, c4) | Basketball player. Photo (pg 8, c4) | Fees (pg 2, c2) | MWAC tournament (Mountain West Athletic Conference) (pg 7, c4) | National Collegiate Athletic Association tournament (pg 8, c3) | Oregon invitational meet (pg 7, c1) | Preregistration (pg 2, c3) | President of U of I. Photo (pg 1, c1) | Spring totals (pg 2, c1) | Student advisory services (pg 6, c4) | Tennis (pg 8, c1) | Track. Photo (pg 7, c1) | Varsity team vs. Oregon State College, Corvallis (pg 8, c4) | Women's Tennis (pg 8, c1)","Basketball; Monson, Don; Kellerman, Brian W.; Fees; Basketball, Women's; Basketball; Track; Computer sciences, Department of; Gibb, Richard; Enrollment; Student advisory services; Tennis; Crichlow, Neil A.; Basketball; Women's Tennis",ARG-1983-03-22,9341
"March 25th, 1983",1983-03-25,1983," Admission requirements and regulations (pg 2, c2) | ASUI-Senate (pg 2, c1) | Basketball coach (pg 12, c0) | Basketball coach (pg 14, c0) | Basketball player (pg 11, c1) | Borah Symposium (pg 1, c1) | Idaho Task force higher education (pg 3, c1) | Lecture series (pg 2, c3) | Museum closes (pg 15, c1) | Search for new head coach (pg 11, c1) | Tuition controversy (pg 3, c1)","Admission requirements and regulations; ASUI-Senate; Monson, Don; Monson, Don; Kellerman, Brian W.; Borah Symposium; Idaho Task force higher education; Institute for Resource Management; University museum; Football - Coaching staff; Tuition controversy",ARG-1983-03-25,9326
"March 29th, 1983",1983-03-29,1983," Basketball player (pg 8, c5) | Borah Symposium (pg 1, c1) | KUID TV - Staff (pg 9, c1) | KUID-TV (pg 9, c1) | Meets (pg 7, c1) | Meets. Photo (pg 7, c1) | Spring practice (pg 7, c1) | Student counseling center (pg 10, c4) | Tennis (pg 8, c3) | Tenure (pg 2, c1) | Volunteers in Moscow (pg 2, c3)","Brose, Denise; Borah Symposium; KUID TV - Staff; KUID-TV; Women's track; Football; Student counseling center; Tennis; Tenure; Volunteers in Moscow",ARG-1983-03-29,9327
"April 1st, 1983",1983-04-01,1983," ASUI-Senate (pg 2, c1) | Chairman, Theatre department. Photo (pg 7, c1) | Faculty council (pg 2, c2) | Photo (pg 12, c1) | Photos (pg 1, c1) | Spring practice (pg 9, c1) | Tenure (pg 1, c1) | Theatre student. Photo (pg 9, c1) | University of Idaho vs. Washington State University (pg 12, c1) | University of Idaho vs. Washington State University. (pg 12, c1)","ASUI-Senate; Fluhrer, Roy; Faculty council; Cheer leaders; Borah Symposium; Football; Tenure; Colclough, Jack; Women's Tennis",ARG-1983-04-01,9328
"April 5th, 1983",1983-04-05,1983," 1942 BS - Forestry. Photo (pg 3, c1) | Core curriculum (pg 2, c4) | Faculty council - Faculty Affairs committee (pg 2, c2) | Faculty council (pg 2, c2) | Head basketball coach (pg 7, c3) | Moscow USA track meet (men and women). Photo (pg 7, c1) | Parents' weekend (pg 2, c2) | Religion on campus (pg 5, c1) | St. Augustine's Catholic center (pg 5, c1) | University of Idaho vs. Lewis Clark State College (pg 8, c1)","Habib, Philip; Core curriculum; Faculty council - Faculty Affairs committee; Faculty council; Trumbo, Bill; Track; Parents' weekend; Religion on campus; St. Augustine's Catholic center; Tennis",ARG-1983-04-05,9329
"April 8th, 1983",1983-04-08,1983," 1942 BS - Forestry. Photo (pg 1, c1) | Core curriculum (pg 2, c2) | Fees (pg 3, c1) | Head basketball coach. Photo (pg 11, c1) | Photo (pg 15, c1) | Photo (pg 3, c1) | Religion on campus (pg 14, c1) | Team (pg 12, c1) | Theatre production - costume design (pg 7, c1) | Track. Photo (pg 12, c1)","Habib, Philip; Core curriculum; Fees; Trumbo, Bill; College Bowl Team; State Board of Education; Religion on campus; Track; Cryano De Bergerac; Smith, Dave Anthony",ARG-1983-04-08,9330
"April 12th, 1983",1983-04-12,1983," All Idaho meet (pg 7, c1) | ASUI-Voluntary membership issue (pg 2, c2) | Bowling team (pg 8, c1) | Candidates. Photos (pg 3, c1) | Invitational meets (pg 9, c3) | Matches (pg 8, c1) | Photos (pg 3, c1) | Rodeo club - indoor rodeo (pg 7, c1) | Rodeo club (pg 7, c1) | University of Idaho vs. Boise State University (pg 8, c1) | Weber State invitational (pg 8, c1)",Track; ASUI-Voluntary membership issue; Bowling team; ASUI-Elections; Golf; Women's Tennis; ASUI-Elections; Rodeo club - indoor rodeo; Rodeo club; Women's Tennis; Women's Tennis,ARG-1983-04-12,9331
"April 15th, 1983",1983-04-15,1983," ASUI-Elections (pg 1, c1) | Football player. Photo (pg 12, c1) | Parking fines (pg 17, c1) | Religion on campus (pg 6, c1) | Rodeo club - indoor rodeo (pg 14, c3) | Team photo (pg 11, c1) | Theatre production - review (pg 7, c4) | University of Idaho - Role and mission statement (pg 2, c1)","ASUI-Elections; Seaman, Stephen Michael (Steve); Parking fines; Religion on campus; Rodeo club - indoor rodeo; Bowling team; Cryano De Bergerac; University of Idaho - Role and mission statement",ARG-1983-04-15,9332
"April 19th, 1983",1983-04-19,1983," Cheer leaders (pg 9, c1) | Football player. Photo (pg 10, c1) | Football team (pg 8, c1) | Matches (pg 9, c1) | Meets. Photo (pg 8, c3) | Natural Resources week (pg 11, c1) | Parents' weekend (pg 2, c2) | Photo (pg 1, c1)","Cheer leaders; Fortner, John Jay; Football team; Women's Tennis; Track; Natural Resources week; Parents' weekend; Rodeo club - indoor rodeo",ARG-1983-04-19,9334
"April 22nd, 1983",1983-04-22,1983," Admission requirements and regulations (pg 2, c2) | ASUI-Budget (pg 2, c1) | Budget-Idaho legislature allowance to U of I (pg 16, c1) | Core curriculum (pg 2, c2) | Faculty council (pg 2, c2) | Golf team (pg 12, c4) | Media center (Formerly AV center) (pg 14, c1) | Recruits and recruiting (pg 11, c1) | Recruits and recruiting (pg 12, c1) | Women students (pg 1, c1)","Admission requirements and regulations; ASUI-Budget; Budget-Idaho legislature allowance to; Core curriculum; Faculty council; Golf team; Media center (Formerly AV center); Basketball, Women's; Basketball; Women Students",ARG-1983-04-22,9335
"April 26th, 1983",1983-04-26,1983," Fees (pg 1, c1) | Handicapped awareness day (or week) (pg 2, c2) | Matches (pg 7, c1) | Meets (pg 7, c3) | Tenure (pg 2, c1) | Washington invitational meet (Men and women) (pg 7, c3)",Fees; Handicapped awareness day (or week); Women's Tennis; Women's track; Tenure; Track,ARG-1983-04-26,9336
"April 29th, 1983",1983-04-29,1983," Faculty council (pg 2, c2) | Football player (pg 15, c4) | Football player. Co-captain (pg 15, c4) | Handicapped awareness day (or week) (pg 3, c1) | Idaho Repertory theatre (pg 11, c4) | Photo (pg 6, c1) | President resigns (pg 1, c1) | University of Idaho - Role and mission statement (pg 2, c2)","Faculty council; Fortner, John Jay; Merriman, Sam; Handicapped awareness day (or week); Summer theater; Renaissance fair; ASUI-Senate; University of Idaho - Role and mission statement",ARG-1983-04-29,9337
"May 3rd, 1983",1983-05-03,1983," Assistant athletic director. Photo (pg 7, c1) | ASUI-Senate (pg 2, c1) | Big Sky conference championship (pg 8, c1) | Cross country runner (pg 8, c3) | Meets (pg 8, c3) | Photo (pg 2, c1) | Spring practice. Photo (pg 7, c1)","Ikeda, John; ASUI-Senate; Tennis; Crang, Sherrie; Women's track; Renaissance fair; Football",ARG-1983-05-03,9338
"May 6th, 1983",1983-05-06,1983," ASUI-Senate (pg 2, c4) | ATO's photo (pg 13, c1) | Commencement exercises (pg 2, c1) | Faculty council (pg 2, c1) | Football - Big Sky (pg 16, c1) | Photo (pg 1, c1) | Photo (pg 11, c1) | Photo (pg 14, c1) | Photo (pg 7, c1) | Retiring. Photo (pg 22, c1) | Staff. Photo (pg 4, c1) | State Board of Education (pg 3, c1) | Swimming team (pg 17, c1) | Team (pg 13, c1) | Track. Photo (pg 13, c1) | Women's track team (pg 15, c1)","ASUI-Senate; Intramural points (Total); Commencement exercises; Faculty council; Football - Big Sky; Final examinations - study skills; Prichard Art Gallery; Women's Tennis; University Dance Theatre; Caldwell, Dr. Harry; The Idaho Argonaut; State Board of Education; Swimming team; Track; Knaplund, Trond; Women's track team",ARG-1983-05-06,9772
"August 23rd, 1983",1983-08-23,1983," AAUP censure report on 'Financial Exigency' UI 1981 (pg 1, c1) | AAUP censures the U of I (pg 1, c1) | ASUI president 1983-1984. Photo (pg 14, c1) | Football team (pg 21, c1) | Idaho Repertory theatre. Photo (pg 33, c1) | Prichard Art Gallery (pg 32, c1) | Team (pg 27, c1) | Women's team (pg 27, c1) | Women's volleyball team (pg 23, c1)","American Association of University Professors; American Association of University Professors; Green, Scott; Football team; Summer theater; Prichard Art Gallery; Track - Cross country; Track - Cross country; Women's volleyball team",ARG-1983-08-23,9774
"August 26th, 1983",1983-08-26,1983," Big Sky conference (pg 11, c1) | Federal budget cuts (pg 6, c3) | KUOI (pg 9, c1) | Meets (pg 14, c3) | Photo (pg 1, c1) | Photo (pg 2, c2) | Remodeling (pg 12, c1) | Rodeo club (pg 3, c1) | Student financial aid (pg 6, c3)",Basketball; Student financial aid; KUOI; Women's track; Copyright law and students; Fall registration; Memorial gymnasium; Rodeo club; Student financial aid,ARG-1983-08-26,9339
"August 30th, 1983",1983-08-30,1983," Big Sky conference tournament (pg 13, c1) | Brutality alleged (pg 1, c1) | Core curriculum (pg 2, c2) | Photo (pg 18, c1) | Photo (pg 3, c1) | Study underway (pg 15, c1) | UI, LCSC joint program (pg 8, c2)","Basketball; Police; Core curriculum; David Memorial Carillon; Agricultural Engineering, Dept. of; Word processing system - Campus wide; Criminal justice program",ARG-1983-08-30,9342
"September 2nd, 1983",1983-09-02,1983," ASUI president 1983-1984 (pg 3, c1) | ASUI senator. Photo (pg 2, c1) | Author and professor of School of Communication. Photo (pg 7, c1) | City of Moscow businesses (pg 1, c1) | Copyright policy - U of I (pg 2, c2) | State Board of Education (pg 1, c1)","Green, Scott; Thomas, Richard; Lee, John; City of Moscow businesses; Copyright policy -; State Board of Education",ARG-1983-09-02,9343
"September 6th, 1983",1983-09-06,1983," AAUP censure report on 'Financial Exigency' UI 1981 (pg 2, c2) | AAUP censures the U of I (pg 2, c2) | Basketball player. Photo (pg 11, c1) | Director of university information. Photo (pg 6, c1) | Local chapter (pg 2, c2) | Tournaments (pg 14, c1)","American Association of University Professors; American Association of University Professors; Hopson, Phil; Grebner, Marythea; American Association of University Professors; Women's volleyball",ARG-1983-09-06,9648
"September 9th, 1983",1983-09-09,1983," 'Vision and Re-visions: Gender in the Humanities' (pg 3, c1) | Chemistry department (pg 23, c1) | History of the breed (pg 6, c1) | Honors program (pg 10, c1) | Idaho association of commerce and industry task force (pg 2, c2) | KUID-TV (pg 24, c1) | Marching band (pg 14, c1) | Photo (pg 13, c1) | Photo (pg 15, c1) | Photo (pg 17, c1) | Theatre Department production. Photo (pg 11, c1) | Tournaments (pg 18, c3) | Women's team (pg 17, c4)","Women's center symposium; Natale, Nicholas; Appaloosa horses; Honors program; Idaho association of commerce and industry task force; KUID-TV; Marching band; KUOI; Main Street Dance Company; Football team; 'Matchmaker'; Women's volleyball; Track - Cross country",ARG-1983-09-09,9654
"September 13th, 1983",1983-09-13,1983," Assistant Athletic director 1983- (pg 7, c1) | Football player. Photo (pg 10, c1) | Institute for Resource Management (pg 3, c1) | Learning resource center (pg 2, c2) | M.D. Student Health director (pg 1, c1) | Photo (pg 1, c1) | Photo (pg 11, c0) | Poet in residence - Idaho (pg 2, c3) | Quarterback, UI football team (pg 7, c1) | Tournaments (pg 9, c2) | Undergraduate student in Chemistry. Photo (pg 13, c1) | University of Idaho vs. University of Southern Colorado. Photo (pg 7, c1)","Anderson, Wayne; Schaeffer, Reed; Institute for Resource Management; Learning resource center; Leonard, Robert R.; Student health center; Rugby; Poet in residence - Idaho; Hobart, Ken; Women's volleyball; Connolly, David; Football",ARG-1983-09-13,9659
"September 16th, 1983",1983-09-16,1983," Annual science fiction convention (pg 7, c1) | Faculty - salary (pg 2, c2) | Football team (pg 11, c1) | Former University of Idaho professor who brought suit against the University of Idaho (pg 18, c1) | Photo (pg 16, c1) | Studio production (pg 9, c1) | Team (pg 11, c1) | Tournaments (pg 12, c1) | Women's team (pg 11, c1)","Moscon; Faculty - salary; Football team; Pace, Lois; Outdoor program; Theatre Arts Department; Track - Cross country; Women's volleyball; Track - Cross country",ARG-1983-09-16,9650
"September 20th, 1983",1983-09-20,1983," Faculty Development program (pg 2, c2) | Invitational meets. Photo (pg 7, c3) | KUID-TV (pg 6, c1) | Photo (pg 0, c0) | Tournaments (pg 7, c1) | UI vs. Montana State University (pg 9, c1) | Women's team - Invitational meets (pg 7, c3)","Faculty Development program; Track - Cross country; KUID-TV; Johnston, Lawrence; Women's volleyball; Football; Track - Cross country",ARG-1983-09-20,9649
"September 23rd, 1983",1983-09-23,1983," Annual science fiction convention. Photo (pg 5, c3) | ASUI-Senate (pg 2, c1) | Budget - State Funding formula (pg 2, c2) | Football player. Photo (pg 18, c1) | Football team (pg 17, c3) | Idaho association of commerce and industry task force (pg 2, c2) | KUID-TV (pg 6, c1) | Men's rugby (Blue Mountain Rugby club) (pg 19, c1) | Moscow Mayer, UI alumni. Photo (pg 10, c1) | National Wilderness Workshop (pg 9, c1) | Professor of Theatre Arts. Photo (pg 11, c1) | Theatre Department production. Set described (pg 11, c1) | Tournaments. Photo (pg 17, c1)","Moscon; ASUI-Senate; Budget - State Funding formula; Tracy, Darel; Football team; Idaho association of commerce and industry task force; KUID-TV; Men's rugby (Blue Mountain Rugby club); Hager, Dee; National Wilderness Workshop; Brockman, Bruce; 'Matchmaker'; Women's volleyball",ARG-1983-09-23,9657
"September 27th, 1983",1983-09-27,1983," Annual science fiction convention (pg 3, c1) | Executive Director if Idaho State Board of Education. Photo (pg 1, c1) | Students for individual liberty (pg 2, c2) | UI vs. Idaho State University (pg 7, c1)","Moscon; McQuillen, Charles; Students for individual liberty; Football",ARG-1983-09-27,9661
