title,date,headlines,file
"August 31, 1976",1976-08-31,Page 1 (front page): What’s This World Coming To When College Students Think They Can Drink In Dorms?; Page 2: In this issue…; Page 3: New Idaho system found effective (photo); Page 4: Pre-registration blues (photo); Student role in bargaining good for teachers too; Page 5: No. Advertising; Page 6 (sports): Vandals cheered by improvement (photo); Activity center schedule; Tickets on sale; Women’s Sports; Page 7: No. Advertising; Page 8: Farmers Market comes to Moscow (photo); Page 9: Artificial gene discovered; Service club forming; Eiguren dies; Ed Benoit to address faculty; Page 10: ASUI Veep resigns (photo); Photography still open; New class offerings; Page 11: Events; Collective bargaining class offered this fall; Items lost; Honors program begins this fall; Information Deadline set; Page 12: No. Advertising;,"Argonaut Index, August 27, 1976 through May 6, 1977
"
"September 3, 1976",1976-09-03,"Page 1 (front page): Doug Kershaw performed at the U of I Memorial Gym Wednesday night… (photos only); Page 2: In this issue…; Page 3: Regents consider parking proposal; Course offered P-F; VP Manning to carry on (photo); Special ed class begins; Johnston steps down; Page 4 (opinion): Good advice; Voluntary fees; Pitch for Ford; Report from Rutgers; No paper Tuesday; Page 5: Booze on campus: Emphasize responsible use; Alcohol policy hypocritical; Page 6: No. Advertising; Page 7: No. Advertising; Page 8: No. Advertising; Page 9: A real bow breaker; Orleans album: rock and reggae; Movies And Entertainment; Wild attire, poor acoustics mark Spokane Yes concert; Page 10: Intramural sign-ups slated; Women’s fall sports begin; Season hinges on defense; Outdoor program varied; Events; Prep games in dome; Page 11: No. Advertising; Page 12: Administrator and developer disagree on housing policy;","Argonaut Index, August 27, 1976 through May 6, 1977
"
"September 10, 1976",1976-09-10,"Page 1 (front page): Kincaid: Nine Months In The Slammer (photo); Page 2: In this issue…; Page 3: Parking fees debated (photo); Faculty at Large; Page 4 (opinion): Crime and Punishment; Jigs; Letters; Page 5 (opinion cont’d): Chairman Mao dies; On the passing of Mao; Page 6 (sports): Idaho faces BSU in opener; The Women’s Intercollegiate Basketball and Tennis are having their preseason organizational meetings; Vandals predicted Big Sky champs; The men’s intramural tennis tournament begins this Monday, Sept. 13; Page 7 (sports cont’d): An interesting evening in Boise…; Any women interested in learning or playing on a women’s soccer team call…; Football profile focuses on Yarno (photo); Page 8: Palouse Mall: “Horn of Plenty” (photo); Heart/Lung shop slated; Intramural positions open; Page 9: No. Advertising; Page 10: Ballet Folk and Guild work to show dance as art form (photo); Page 11: Biker tells of cross country journey (photo); Page 12: No. Advertising; Page 13: Moscow dogcatchers…their job is protection; Police forum on KUOI; Women’s Center open; Register deadline today; Page 14: Beer on Golf Course possible (photo); Interviews to be held; Page 15: Police may affect Moscow deliveries (photos); Page 16: Reggae music: To be good, it’s got to be real; Doobie Brothers at Idaho; Orienteering course set; Album Preview; Page 17: No. Advertising; Page 18: Senate discusses university parking proposal; Idaho has vehicle study; Page 19: Events; Bridge, anyone?; Six electronic calculators, including two scientific models, are available for student use…; Page 20: Comics; Steve Ford to visit;","Argonaut Index, August 27, 1976 through May 6, 1977
"
"September 14, 1976",1976-09-14,"Page 1 (front page): For the first time in four years, the Idaho Vandals defeated their down state rival Boise State Broncos 16-9 Saturday night (photos); Page 2: In this issue…; Page 3: Parking: Top issue at Faculty Council; Officer files civil suit; Idaho receives ed grant; Symms and Pursley to speak; Police forum; Prof named; Page 4 (opinion): Band rapped; Democrats answer; Changing lifestyles influence today’s legal thinking; Page 5 (opinion cont’d): President should build relationship with legislature; Page 6 (sports): Vandal defense “superb”; …played like seasoned veterans (photos); Basketball meeting; Page 7: County fair opens this week; University theatre season opens with two comedies; Ceramics offered; Page 8: Comics; Events; WAMI counsels; Comedy will open series;","Argonaut Index, August 27, 1976 through May 6, 1977
"
"September 17, 1976",1976-09-17,"Page 1 (front page): Fair today, gone tomorrow (photo); From corn to cows to cotton candy; Page 2: In this issue…; Page 3: The ASUI SEND scholarship… (photo only); Faculty Council proposes reduced parking fees; SUB audit: errors add up; Page 4 (opinion): Prices for soft drinks jumped 20 cents this week (photo only); Band praised; Republican replies; Yeh Vandals; Jigs; Page 5: Shaheen (photo); Page 6 (sports): Soccer team refused funding; Vandal win upsets forecast; Cross country outlook good; Page 7: Sixteen declare candidacy for senate seats; Page 8: Autumn market Saturday; SAE Olympic games slated; Student spouses get I.D. cards; Page 9: Moscow’s only gallery opens (photo); Page 10: Athletic board names given; Preview; Friday, Sept. 17--Grand Funk--“Good Singin, Good Playin”; Saturday, Sept. 18--The Flying Burrito Bros.--“Airborne”; Monday, Sept. 20--Warren Zevon--“Warren Zevon”; Page 11: Comics; Events; Ballet Folk Quilt Fair; Page 12: Troup does “Huck Finn”;","Argonaut Index, August 27, 1976 through May 6, 1977
"
"September 21, 1976",1976-09-21,"Page 1 (front page): The Huck Finn story (photos); Page 2 (opinion): In this issue…; Page 3: Tax issue highlights first debate (photos); Page 4 (opinion): Watch and listen; View from the mountain; Candidate misunderstood; Story clarified; Band lauded; Page 5: Shaheen: breeding and rehabilitating the falcon; The world of academics forgotten for the moment, sorority girls engage in a muscle –straining bout of tug-o-war (photo only); Page 6: Blue Mountain Rugby: living up to the sport (photo); Sweet, sweet victory; Vandals booted into win; Page 7: Comics; Events; Huck Finn, Part II: the best is yet to come; Circle K club aids U of I; Page 8: Pre-veterinary students now have alternative to WICHE;","Argonaut Index, August 27, 1976 through May 6, 1977
"
"September 24, 1976",1976-09-24,"Page 1 (front page): NORML: An appeal has begun (photo); Page 2 (opinion): In this issue…; Argonaut open house; Page 3: Parking fees to be decided; Senate ok’s soccer funding, production increase; Merchandizing marijuana; Page 4 (opinion): Lots of lots; Jigs; Letters; Page 5: Poll on Argonaut funding results tallied; Senate candidates named (photos); Page 6 (sports): Vandals to battle Ohio; Senate gives soccer boost; Page 7 (sports cont’d): Women’s Recreation Association Flag Football League Standings (photo); Volleyball practice intensifies; Women’s golf tournament; New women coaches; …Not so sure…; Page 8: Rolling Stone takes to politics; Page 9: Overseas grants for grads; Page 10: Doobies concert definite (photo); Page 11: Record Review: Music fails to capture “horror” of Poe; Album Preview; Paris—“Big Towne, 2061”; Jerry Jeff Walker—“It’s a Good Night For Singing”; Page 12: Tonight: first alpine session (photo); Page 13: Recycling center gets funds (photo); Page 14: History in La-Tah County (photo); Page 15: Ombudsman office in limbo; Diabetes Association formed; Men warned in hall abuse; Page 16: Our sun: a nine billion source of life and energy; Page 17: Reading the impossible; More night classes offered; “Closed” class redefined; Coffee House; ASUI aids Teton victims; Metric system incorporated; Page 18: Foosball mania: Season opens for growing sport (photo); Page 19: Comics; Events; Comm camp successful; Page 20: No. Advertising;","Argonaut Index, August 27, 1976 through May 6, 1977
"
"September 28, 1976",1976-09-28,"Page 1 (front page): Title IX: Institutions are prohibited from…providing significant assistance to any agency, organization, or person which discriminates on the basis of sex…; Page 2: In this issue…; Page 3: Events; Page 4 (opinion): Why not Coffman; The times have changed; Hall defended; Senate urged; Hosack backed; Page 5: Ambrose: President should be ultimate leader; Page 6 (sports): …didn’t hit a bird; UI netters face Spokane; Tracksters finish first; Under the dome; Track meet tomorrow; Gymnasts hold first meeting; Page 7: Decide on Episcopal women’s ordinances; Page 8: An answer for a question (photos); Page 9: Students and lawyers discuss unconventional careers; Page 10: Comedies open season; Page 11: Comics; Page 12: Search and rescue termed success;","Argonaut Index, August 27, 1976 through May 6, 1977
"
"October 1, 1976",1976-10-01,"Page 1 (front page): The challenge; …..the road to victory? (photo only); Page 2: In this issue…; Page 3: Idaho student and university clash over housing decision; Page 4 (opinion): Surprise!; Homecoming havoc; Jigs; President replies; Page 5: Richardson: openness a must (photo); UI future discussion topic; Page 6: Nightline shares and cares (photo); Page 7: Convention an Idaho “first”; NORML seeks fund for Kincaid; Page 8: Moscow menu; Album preview; Gasolin—“ Gasolin”; Boston—“ Boston”; Page 9: Hound: play within a play (photo); John Wayne’s last stand; Page 10: ACTION provides alternatives to academics; Page 11: Events; Page 12: WSU pass vs. UI rush (photo); Page 13: Big Sky crown possible for the Vandals; Rusten, Bartlett to handle soccer action; Page 14: Johnson, Ayersman appointed (photo); Page 15: Comics; Page 16: KOZE, KUOI clash; Registration deadline soon; Radio wins FCC license;","Argonaut Index, August 27, 1976 through May 6, 1977
"
"October 6, 1976",1976-10-06,Page 1 (front page): Guess who’s in town?; Page 2: In this issue…; Page 3: General faculty says no to parking fee; Pass-fail option changed (photo); Page 4 (opinion): Another fee increase??????; Argonaut corrected; More on fees; Dobler praised; Carter criticized; Page 5: Ombudsman program clarified; Students’ career indicate presidents’ quality; Students working to keep professor; Page 6 (sports): Diamond anniversary turns to rust for Vandals (photos); Page 7 (sports cont’d): Vandals fall to Cougar air attack; Soccer team kicks Montana for tie; The U of I Judo Club is meeting…; Netters winning; …round up my horses…; Page 8 (sports cont’d): No bottles or cans in the dome (photo); Under the dome; Fraternity League Standings; Page 9: Students express parking lot opinions (photos); Page 10: Dorm vandalism on the rise (photo); ACB announces new turf schedule; Page 11: Space visitors arriving soon; Keeping America Beautiful? EPA doesn’t think so; Page 12: No. Advertising; Page 13: No. Advertising; Page 14: Night Life; The Resurrected Kinks Album; Page 15: And the murderer is… (photo); The Great Scout gets lost; Page 16: No. Advertising; Page 17: Fighting waste with waste; Page 18: Classes tech graceful movements (photo); ISA delegates arrive for convention; Career day; Page 19: Bleed a little for a big cause (photo); Page 20: No. Advertising; Page 21: Argonaut revisited; open house Friday (photos); Page 22: On Sunday afternoon ASUI President Dave Warnick walked to Pullman (photo only); Women caught in stereotype; Media symposium to host distinguished panel for discussion of legal developments; Page 23: Comics; Events; Page 24: No. Advertising;,"Argonaut Index, August 27, 1976 through May 6, 1977
"
"October 8, 1976",1976-10-08,Page 1 (front page): Action in the SUB (photos); Page 2: In this issue…; Page 3: Fee increase reduced; Parking: the issue drags on; Page 4 (opinion): An expensive free education; Jigs; Small world; Parking fee supported; Appeal to robbers; Page 5: Moscow mayor Mann outlines presidential qualities (photo); Homecoming sets events; Page 6: Vandals hope to end losses; …see Ed Troxel; Vandal invitational set; Page 7: No funds for tenpins; 5-1 volleyball team plays U of M; Big Sky predictions; Page 8: Album Preview; Ron Wood and Ronnie Lane ---Mahoney’s Last Stand; Backstreet Crawler---“2nd Street”; KUID-FM Program Highlights; Feminist on trial; Page 9: Night Life; New procedure at PAC; PAC comedies; KUID-FM Dinner Magazine; Page 10: Rape: a crime of violence; Page 11: “…the woman is on trial…” (cont’d from pg. 10); Page 12: Senate candidate appointed (photo); Kincaid defense fund: Freedom not free; Events; Alumni sponsor education panel; Page 13: No. Advertising; Page 14: ISA brings politics home; More Zodiac news; Page 15: Comics; Page 16: Theatre organ relic of yesteryear; Dracula: pure Gothic horror;,"Argonaut Index, August 27, 1976 through May 6, 1977
"
"October 12, 1976",1976-10-12,"Page 1 (front page): The Vandals did it again! (photos); Page 2: In this issue…; Page 3: The city of Moscow is repairing the railroad track crossings this month (photo only); Regents rescind Thursday action; athletic fee still unforeseen; Hartung recommended foundation head; Campus liquor; Page 4 (opinion): “Human dignity”; Where have all the flowers gone?; Rape article criticized; Presidential qualities; Page 5: States must determine higher education future (photo); More on presidential qualities; Page 6 (sports): Vandals run by New Mexico 33-6 (photos); Page 7 (sports cont’d): I’ll forgive him….; Kimeto wins with record-breaking time; Delta Tau Delta narrowly defeated TMA4 by a score of 2-0… (photo only); Three hot contenders for Big Sky title; Under the dome; Page 8: Vonnegut’s latest: “Slapstick”; See these movies; Sleepy wheelers; Page 9: Parking generates queries (photos); Page 10: Homecoming finalists named (photo); Page 11: Pursley speaks; A look at Idaho’s State Water Plan…; Athletic board is appointed; Page 12: David Crosby - Views and Reviews; WICI sets programs for journalists; Page 13: Women’s Center programs scheduled; Kincaid fund reaches goal; ASUI positions open; Page 14: Cigarette tar, nicotine content; Page 15: Comics; Events; More Zodiac News; Page 16: No. Advertising;","Argonaut Index, August 27, 1976 through May 6, 1977
"
"October 15, 1976",1976-10-15,"Page 1 (front page): Homecoming 1976; Page 2: In this issue; Page 3: Talisman House director resigns (photo); Brian Kincaid, former ASUI vice-president… (photo); Page 4 (opinion): Letters; Writer replies; Arg corrected; Hosack supported; Jigs; Page 5: The $ flow, where do they go…; The delegate from Cyrenaica; Page 6 (sports): Vandals to host Weber St. in Homecoming contest; Tennis club to form; Vandals will continue to win; Page 7 (sports cont’d): Big Sky to push for new division; …record will hold; Women’s teams in action over Homecoming weekend; Page 8: Night Life; Album Preview; Tim Weisberg---“Live At Last”; Willie Nelson---“The Troublemaker”; Ted Nugent---“Free For All”; “Music Man” to show; Page 9: Valdy: Folksinger deluxe with side of fries; Page 10: Gearing up for the weekend: Is the best yet to come? (photo); Page 11: Gearing up for the weekend: Is the best yet to come? (photos); Today; Alumni Registration; Open House; Concert; Golf Tournament; Campus Tours; Homecoming Parade; The Elks Temple; Football Game; Page 12: On the ballot-- Electrical rehabilitation: the city’s job; Page 13: How to register; Page 14: For the dance, all you need is the music; Page 15: For the dance, all you need is the music (photo); Palouse Partridges; Page 16: College delegates hammer out issues at ISA convention; Undercover kitty; Page 17: Events; Page 18: Jay Shelledy sits pensive under the American flag of the College of Law courtroom… (photo only); Page 19: Comics; Blood drive passes quota; Page 20: Ballot evaluation set; UI campus not for disabled; Senate wants student imput;","Argonaut Index, August 27, 1976 through May 6, 1977
"
"October 19, 1976",1976-10-19,"Page 1 (front page): Argonaut Midterm; 1. What sort of person reads the Arg?; 2. Judge Mosman is:; 3. An Orwick is:; 4. If you read the Argonaut and enjoy it, you are:; 5. How can this University be improved:; Page 2: In this issue…; Page 3: Talisman House: Reaching the total community; The game room in the basement of the SUB is now undergoing remodeling (photo only); Page 4 (opinion): Absalom, Absalom….. The pursuit of violence; Feedback wanted; Community response; Vote Republican; ASUI in review; Page 5: Pursley emphasizes ‘Dr. No’; Symms outlines views; Page 6 (sports): Vandals trounce Wildcats 45-17 (photos); Page 7 (sports cont’d): Five U of I coeds are cheering the Vandals on to victory this year (photo only); …it bought time…; Netters enter tourney; The U of I women’s field hockey team…; Page 8: Doobie Bros. tomorrow night; Book Review: ‘Children of Dune’; Page 9: Valdy: less than perfect; Page 10: Search committee continues quest for new president; The evaluation form; Page 11: U of I students get recognition; Page 12: Foreign students discuss U.S. policies; Fire Prevention; Page 13: Graham Nash - Crosby’s introverted partner; Page 14: Events; Page 15: Comics; Page 16: No. Advertising;","Argonaut Index, August 27, 1976 through May 6, 1977
"
"October 22, 1976",1976-10-22,"Page 1 (front page): We finally did it……. (photos); Page 2: In this issue…; Page 3: Polling places scarce; Construction is underway at the setback-plagued Kenworthy Convention Center (photo only); Page 4 (opinion): Absalom, Absalom… “Life is a mad dance” -Isadora Duncan; Jigs; ASUI in review; Thanks for homecoming; Page 5: Candidate profiles:; Who against whom; Elton Walker (photo); Mike Goetz (photo); Jim Lucas (photo); Robert Hosack (photo only); David Stowers (photo only); Tom Boyd (photo only); Page 6 (sports): Vandals face Bobcats in critical contest; ..to be also rans..; Page 7 (sports cont’d): Big Sky title to be decided in Bozeman; Netters face big test; Soccer team gets first victory of season over Lewiston; Page 8: More room for diners at Wallace; Page 9: More room for diners at Wallace; Page 10: KUOI: “like broadcasting in a bucket”; Page 11: Good music — crazy folks; Page 12: Candidate profile (cont’d from pg. 5); Robert Hosack; Legislator salary up for voters; Page 13: Candidate profile (cont’d from pg. 12); David Stowers; Page 14: Swine flu shots deemed unnecessary; Marijuana found hazardous to health; Candidate profile (cont’d from pg. 13); Page 15: Comics; Page 16: Symms defends spending, record (photo); Veterans education bill increased; Events;","Argonaut Index, August 27, 1976 through May 6, 1977
"
"October 26, 1976",1976-10-26,"Page 1 (front page): And then the rain came……..; Page 2: In this issue…; Page 3: Dobler says Demos needed (photo); GOP candidate opposes state employee strikes (photo); Page 4 (opinion): Keep the peace; ASUI: Power brokers or just boring?; Snow supported; Wrong method; Valdy charm; GOP team; Page 5: ASUI in review; Application For Absent Elector’s Ballot; Page 6 (sports): Vandals blasted badly by Bobcats; …they all agreed…; Page 7 (sports cont’d): Soccer team battle to tie; UI women down WWSC; Frisbee contest today; Page 8: No. Advertising; Page 9: No. Advertising; Page 10: Concert calendar; Dance Theatre to perform (photo); KUID FM Program Highlights; “Fiddler on the Roof”; “The House of Blue Leaves”; Page 11: Carter, Ford evoke various opinions (photos); Page 12: Time capsule now in planning stage; End to beer ban; Correction: Hosack article; Page 13: Handicapped face obstacles; Petition deadline next week; Page 14: Don’t chute: Jumpers say safety assured (photos); Page 15: Comics; Page 16: Community School stresses individuality; Events;","Argonaut Index, August 27, 1976 through May 6, 1977
"
"October 29, 1976",1976-10-29,Page 1 (front page): Bigfoot; Page 2 (opinion): In this issue…; Page 3: Argonaut Interview: Big Foot: a candid conversation with the legendary Big Foot; Page 4 (opinion): Change directions; Argonaut to publish three issues; Rumor dispelled; Real issues; Signs down; Parsley supported; Eye on education; Symms backed; Page 5: Candidate Profiles:; Who against whom; Dan Blood (photo); Gary Morris (photo); Lee Lisher (photo); Page 6 (sports): Vandals in state championship tomorrow; Field hockey team ready for invitational; Page 7 (sports cont’d): No Big Sky upsets predicted; Women bowlers hit alleys at WSU tourney; Netters go to Montana; Winners in the Frisbee throwing contest held Tuesday in the Kibbie Dome…; Page 8: No. Advertising; Page 9: No. Advertising; Page 10: Dance Theater: UI’s unrecognized talent (photos); Page 11: Night Life; Album Preview; Page 12: Steam tunnels--bloodline to the university (photo); Courts proposed for field house site; Page 13: Candidate profiles (cont’d from pg. 5); Leroy Carlson (photo); Everett Hagen (photo); Page 14: Carter on funds: are we running short? (photo); Page 15: Comics; Page 16: Vote; Events; Memorial scholarship;,"Argonaut Index, August 27, 1976 through May 6, 1977
"
"November 1, 1976",1976-11-01,Page 1 (front page): Polls show Carter advantage slim;; High student turnout expected; Comics; Page 2: In this issue…; Page 3: Once again the candidates; Page 4 (opinion): Off-campus progress; Speak up; Barrage of advice; More like him; A better choice; Acting in office; Drop in the bucket; Page 5: Once again the candidates (cont’d from pg. 3); Page 6 (sports): Vandals edge ISU 6-3; U of I women score double victories; Soccer team beaten; Page 7: Events; Page 8: Vote;,"Argonaut Index, August 27, 1976 through May 6, 1977
"
"November 3, 1976",1976-11-03,"Page 1 (front page): Carter Wins! (photo); Page 2: In this issue…; Page 3: Dobler, Boyd, Hosack to Boise; Morris, Hagen, Goetz elected (photos); Page 4 (opinion): A view from the mountains; Poor players!; Kincaid wrong; Students commended; Page 5: Students reflect diversity (photo); Page 6: Waylon: Country music’s outlaw (photo); KUID-FM Program Highlights; Events; Page 7: Comics; Page 8: Election results (photos) [cont’d from pg. 3];","Argonaut Index, August 27, 1976 through May 6, 1977
"
"November 5, 1976",1976-11-05,Page 1 (front page): If only this was in color (photo); Page 2: In this issue…; Page 3: New contract policy set; Half of students here vote; Page 4 (opinion): Opinion; Free Speech; Letter disputed; Thank-you; Jigs; Page 5: Candidate argue issues (photos); Page 6 (sports): Vandals butt heads with Rams; Title at stake; …too lazy to look…; Page 7: Part of France borders campus (photo); Education grads hold colloquium; Page 8: Night Life; Record Review: Quincy Jones hits mediocrity; ‘Bugs Bunny’ creator in SUB; Waylon set for tomorrow; Page 9: SUB clarification amendment passed; Regents to consider pass-fall option change; Page 10: Events; Project coffeehouse; Page 11: Comics; Page 12: Page 13: Page 14: Page 15:,"Argonaut Index, August 27, 1976 through May 6, 1977
"
"November 9, 1976 - missing from user copies",1976-11-09,Page 1 (front page): Campus Chest Week (photo); Page 2: In this issue; Page 3: Events; Page 4 (opinion): Sherm’s sticky fingers; Upcoming elections: turkey shoot; Hot springs; Tennis site debatable; Arg. error; Page 5: Senate race And more candidates (photos); Page 6: Idaho legislator says; Hartung “not accountable”; Good times in the Dome (photo); Page 7: Good times in the Dome (photos); UI Drama: reality fuses with illusion; Page 8: Computer give students feeling of power; Page 9: Friends of the environment; Lost ID’s; Page 10: Loss is threefold; Keller’s pride backs runners (photo); Page 11: Comics; Page 12: Campus Chest Week (photos);,"Argonaut Index, August 27, 1976 through May 6, 1977
"
"November 12, 1976",1976-11-12,"Page 1 (front page): University gets approval of student entertainment (photos); Page 2: In this issue…; Page 3: No. Advertising; Page 4 (opinion): Beer swilling, leg flaunting serves useful purpose; Jigs; Last chance; Wrong context; La Pointe speaks; Kidwell OK; Page 5 (opinion cont’d): ASUI changes; Committee praised; Church propaganda; Cartoonist Clampett speaks; Page 6: GSA backs Limbaugh; Events; Page 7: Students probe fees, sports, K-Mart; Page 8: Presidential candidates profiled for Wednesday election (photos); Campaign spending; Page 9: Presidential candidates profiled for Wednesday election (photos); ASUI Fall General Election; Page 10 (sports): Idaho stalks Grizzlies; Women are moving on; Page 11 (sports cont’d): Arg picks Vandals, ‘Cats; Character is hard to measure; Page 12: Up With People!; Album Preview; Page 13: Campus Chest Week: a display of talents (photos); Intern applications available; Page 14: Sexism in the media: aspects and attitudes; Page 15: Comics; Page 16: Quigley-Scott vie for VP (photos); Presidential contenders (cont’d from pg. 9);","Argonaut Index, August 27, 1976 through May 6, 1977
"
"November 16, 1976",1976-11-16,"Page 1 (front page): Where were you when the lights went out? (photo); Page 2: In this issue…; Page 3: Candidates prepare for final campaign (photos); Page 4 (opinion): Report from Rutgers; Amendments; Johnson fan’s; Problems tackler; Pull together; Kidwell supported; Rumor stopped; Page 5 (opinion cont’d): Tominaga fans; Arg misquotes; Students chance; Ayersman fans; Poor coverage; Leadership needed; Quality leadership; More for Lynn; Complaints?; Page 6 (sports): Vandals maul larger Grizzly team 29-18 (photo); Page 7 (sports cont’d): BSU takes X-country title; Soccer team wins one!; Women’s Sports; Page 8: Charles D. Wright, Poet; …Humor and Horror; Page 9: Book Review: Leon Uris’s Trinity; Dozier to speak; KUID-FM Program Highlights; Page 10 (opinion cont’d): Popular choice; Action person; Page 11 (opinion cont’d): Senate choice; And still more; Page 12: Fast For A World Harvest Nov. 18; Page 13: Canadian images here through next week; Idaho musicians to appear; Page 14: Candidates make final moves (photos); Page 15: Comics; Page 16: Events;","Argonaut Index, August 27, 1976 through May 6, 1977
"
"November 17, 1976",1976-11-17,Page 1 (front page): Polls are open today until 5:15; Fast for world harvest tomorrow (photos); Page 2: In this issue…; Page 3: Alligators in clay: Berkeley artist likes the form of her work; Naderizing educations: students as consumers; Page 4 (opinion): Out-of-staters; Wittbecker wins; Stark replies; Watt support; Battle-scared; Page 5: No. Advertising; Page 6: No. Advertising; Page 7: No. Advertising; Page 8: ‘Six Characters’: Which one real -- which illusion?; Album Preview; Events; Page 9: Back at the podium again (photo); Page 10 (sports): Vandal offensive highlights (photos); Swim schedule; Women’s sports; Harriers still running; Page 11: Consumerism in education; Page 12: ASUI sponsors great outdoors; Jazz marathon Friday night; Vote Today;,"Argonaut Index, August 27, 1976 through May 6, 1977
"
"November 19, 1976",1976-11-19,"Page 1 (front page): The new team: Tominaga, Quigley elected (photo); Page 2: Election results (cont’d from pg. 1); Part time fees may rise; Page 3: Events; “Women’s Work” in the gallery; Page 4 (opinion): Too great for Kepone; Jigs; Open our eyes; Grads fees; Poems and rain; Page 5: Static at KUOI; Page 6: Idaho vs. N. Arizona; Field hockey (photo); Idaho could drop to Division II; Page 7: Comics; Literary section planned; Page 8: Jazz concert tonight;","Argonaut Index, August 27, 1976 through May 6, 1977
"
"November 23, 1976",1976-11-23,Page 1 (front page): Football at Idaho….. Setting a new tradition (photos); Page 2: Regents consider new fee; “You can’t take it with you”; Page 3: Cafeteria change draws mixed reactions (photos); Buses heading to South Idaho; Page 4 (opinion): Dome fee unfair; No Argh Friday; Thank-you; Fee unwanted; Informative Arg; Propaganda; Donors thanked; Page 5 (sports): Field hockey review; Sports briefs; Soccer; Volleyball; B-ball starts new season; Page 6: Tax rebel says IRS violates rights; Page 7: Events; Today-last day to drop; Page 8: No. Advertising;,"Argonaut Index, August 27, 1976 through May 6, 1977
"
"November 30, 1976",1976-11-30,"Page 1 (front page): Entertainment in the round (photos); Slice — but which one?; Page 2: In this issue…; Page 3: No. Advertising; Page 4 (opinion): Poor English; Fee opposed; Limit to growth; Detroit: the desperate condition of the city; Page 5: Regents look mat money options, pass-fail; What is “I found it”?; Search starts for Truman scholars; Opera workshop opens; Page 6: Tower of Power, Weisberg concerts at WSU; Ballet Folk sets Christmas show; Page 7: “You Can’t Take It With You” (photos); Young: Dedication pays off; Page 8: No. Advertising; Page 9 (sports): Women netters close season (photo); Big Sky school presidents, athletic directors, and faculty are in Boise today…; Yarno offensive MVP; The U of I Vandals open their basketball season tomorrow night…; Page 10: No. Advertising; Page 11: Comics; Page 12: U of I student bought Porsche on ‘bad checks’; Loser Allen challenges VP election; Media positions; Students to get buying power; Events;","Argonaut Index, August 27, 1976 through May 6, 1977
"
"December 3, 1976",1976-12-03,"Page 1 (front page): Regent action: U of I students take it in the shorts; Page 2: In this issue…; Page 3: Affirmative action errors: SID search begins again; Events; Page 4 (opinion): Saddled again; We’ve got to face the facts; America’s freedom; APO Thanks; Poor seating; Page 5 (opinion cont’d): Jigs; Page 6: Big-Man to control league; Blue Mountain rugby players… (photo only); All-American (photo); Sports Briefs; Women’s bowling; Women’s swimming; Basketball; Ski Film; Page 7: Argonaut special: Literary Section Fall 1976; Page 8: Medea of 35th Street; White Hunter; (Untitled); Paradox; Mariposa, Calif. (passing through); Page 9: Larry (photo); Jeffreys; Father watches TV; (Untitled); Page 10: Under the Lilacs; Page 11: Cancellation causes embarrassment; Page 12: Concert Review: Ry Cooder steals spotlight; SUB cleans up fuzziness; Crafts galore; Page 13: No. Advertising; Page 14: Movie Review: David Bowie falls to earth; Page 15: Comics; Page 16: UFW and growers tangle;","Argonaut Index, August 27, 1976 through May 6, 1977
"
"December 7, 1976",1976-12-07,Page 1 (front page): Kibbie Dome: Carter ignores original agreement (photo); Page 2: Regent Decision: Student sentiment ignored; Page 3: Regents unveil yuletide gifts to motorists; Arg and KUOI applicants await ASUI decision; Apartment burns; Page 4 (opinion): Time is of the essence; Remodeling rapped; Students sold; Edit wrong; Page 5: Mars report from NASA; Issues and Forums conduct survey; Page 6 (sports): In the wake of destruction (photo); Is it Division 1 or 2?; WSU coach to head Pitt (photo); Page 7: Comics; Page 8: Events; Financial aids;,"Argonaut Index, August 27, 1976 through May 6, 1977
"
"December 10, 1976",1976-12-10,"Page 1 (front page): Christmas special 1976 (photo); Page 2: In this issue…; Page 3: Regents failure to notify students possible law violation; Poet Wakoski here Tuesday; Page 4 (opinion): Continue to interpret; Jigs; Impact of Warnick; PEA thanks; Page 5: Events; Issues & Forums; Page 6 (sports): Two wins in three days brings the Vandals’ current season record to 2-2; Opinion: …it’s rather ironic; Page 7 (sports): Sports Opinion: No. 56 won’t be forgotten; Wilkins comes to U of I; Women’s B-Ball preview; Page 8: No. Advertising; Page 9: Argonaut special, Fall 1976: The Gay Lifestyle (photo); Page 10: National scene (photos); Page 11: Personal perspectives (photo); Page 12: Organization (photo); Suggested reading; In Idaho (photo); Page 13: A space is a space is a space -- but not according to the new university regulations; Page 14: Campus Traffic And Parking Regulations; New Parking Regulations effective Jan. 1, ’77; Page 15: Tree harvesting may total 30 million; Some history of Christmas; Page 16: Dr. Brooks: cuckoos and their nests; Page 17: Finals schedule; GOA hearings set; Page 18: Kossman, Raffetto receive Comm Board nod; Page 19: Comics; Page 20: No. Advertising;","Argonaut Index, August 27, 1976 through May 6, 1977
"
